Census,School Name,Category,Year Level,Students
05 August 2016,Farrer Primary School,Gov,Year 1,46
17 February 2016,Farrer Primary School,Gov,Year 1,45
07 August 2015,Farrer Primary School,Gov,Year 1,39
18 February 2015,Farrer Primary School,Gov,Year 1,39
01 August 2014,Farrer Primary School,Gov,Year 1,35
19 February 2014,Farrer Primary School,Gov,Year 1,36
01 August 2013,Farrer Primary School,Gov,Year 1,44
01 February 2013,Farrer Primary School,Gov,Year 1,45
01 August 2012,Farrer Primary School,Gov,Year 1,42
01 February 2012,Farrer Primary School,Gov,Year 1,41
01 August 2011,Farrer Primary School,Gov,Year 1,35
01 February 2011,Farrer Primary School,Gov,Year 1,33
01 August 2010,Farrer Primary School,Gov,Year 1,39
01 February 2010,Farrer Primary School,Gov,Year 1,47
01 August 2009,Farrer Primary School,Gov,Year 1,37
01 February 2009,Farrer Primary School,Gov,Year 1,32
10 February 2023,Farrer Primary School,Gov,Year 2,38
05 August 2022,Farrer Primary School,Gov,Year 2,44
18 February 2022,Farrer Primary School,Gov,Year 2,46
06 August 2021,Farrer Primary School,Gov,Year 2,42
19 February 2021,Farrer Primary School,Gov,Year 2,44
07 August 2020,Farrer Primary School,Gov,Year 2,48
19 February 2020,Farrer Primary School,Gov,Year 2,48
02 August 2019,Farrer Primary School,Gov,Year 2,52
20 February 2019,Farrer Primary School,Gov,Year 2,49
03 August 2018,Farrer Primary School,Gov,Year 2,51
21 February 2018,Farrer Primary School,Gov,Year 2,49
04 August 2017,Farrer Primary School,Gov,Year 2,47
15 February 2017,Farrer Primary School,Gov,Year 2,49
05 August 2016,Farrer Primary School,Gov,Year 2,47
17 February 2016,Farrer Primary School,Gov,Year 2,45
07 August 2015,Farrer Primary School,Gov,Year 2,41
18 February 2015,Farrer Primary School,Gov,Year 2,40
01 August 2014,Farrer Primary School,Gov,Year 2,44
19 February 2014,Farrer Primary School,Gov,Year 2,45
01 August 2013,Farrer Primary School,Gov,Year 2,51
01 February 2013,Farrer Primary School,Gov,Year 2,49
01 August 2012,Farrer Primary School,Gov,Year 2,37
01 February 2012,Farrer Primary School,Gov,Year 2,36
01 August 2011,Farrer Primary School,Gov,Year 2,39
01 February 2011,Farrer Primary School,Gov,Year 2,42
01 August 2010,Farrer Primary School,Gov,Year 2,34
01 February 2010,Farrer Primary School,Gov,Year 2,36
01 August 2009,Farrer Primary School,Gov,Year 2,37
01 February 2009,Farrer Primary School,Gov,Year 2,37
10 February 2023,Farrer Primary School,Gov,Year 3,43
05 August 2022,Farrer Primary School,Gov,Year 3,36
18 February 2022,Farrer Primary School,Gov,Year 3,37
06 August 2021,Farrer Primary School,Gov,Year 3,50
19 February 2021,Farrer Primary School,Gov,Year 3,53
07 August 2020,Farrer Primary School,Gov,Year 3,53
19 February 2020,Farrer Primary School,Gov,Year 3,53
02 August 2019,Farrer Primary School,Gov,Year 3,52
20 February 2019,Farrer Primary School,Gov,Year 3,53
03 August 2018,Farrer Primary School,Gov,Year 3,51
21 February 2018,Farrer Primary School,Gov,Year 3,49
04 August 2017,Farrer Primary School,Gov,Year 3,51
15 February 2017,Farrer Primary School,Gov,Year 3,48
05 August 2016,Farrer Primary School,Gov,Year 3,42
17 February 2016,Farrer Primary School,Gov,Year 3,43
07 August 2015,Farrer Primary School,Gov,Year 3,48
18 February 2015,Farrer Primary School,Gov,Year 3,45
01 August 2014,Farrer Primary School,Gov,Year 3,50
19 February 2014,Farrer Primary School,Gov,Year 3,51
01 August 2013,Farrer Primary School,Gov,Year 3,38
01 February 2013,Farrer Primary School,Gov,Year 3,37
01 August 2012,Farrer Primary School,Gov,Year 3,37
01 February 2012,Farrer Primary School,Gov,Year 3,36
01 August 2011,Farrer Primary School,Gov,Year 3,37
01 February 2011,Farrer Primary School,Gov,Year 3,34
01 August 2010,Farrer Primary School,Gov,Year 3,40
01 February 2010,Farrer Primary School,Gov,Year 3,38
01 August 2009,Farrer Primary School,Gov,Year 3,51
01 February 2009,Farrer Primary School,Gov,Year 3,51
10 February 2023,Farrer Primary School,Gov,Year 4,30
05 August 2022,Farrer Primary School,Gov,Year 4,46
18 February 2022,Farrer Primary School,Gov,Year 4,50
06 August 2021,Farrer Primary School,Gov,Year 4,53
19 February 2021,Farrer Primary School,Gov,Year 4,53
07 August 2020,Farrer Primary School,Gov,Year 4,53
19 February 2020,Farrer Primary School,Gov,Year 4,53
02 August 2019,Farrer Primary School,Gov,Year 4,57
20 February 2019,Farrer Primary School,Gov,Year 4,55
03 August 2018,Farrer Primary School,Gov,Year 4,47
21 February 2018,Farrer Primary School,Gov,Year 4,47
04 August 2017,Farrer Primary School,Gov,Year 4,43
15 February 2017,Farrer Primary School,Gov,Year 4,42
05 August 2016,Farrer Primary School,Gov,Year 4,48
17 February 2016,Farrer Primary School,Gov,Year 4,48
07 August 2015,Farrer Primary School,Gov,Year 4,51
18 February 2015,Farrer Primary School,Gov,Year 4,53
01 August 2014,Farrer Primary School,Gov,Year 4,36
19 February 2014,Farrer Primary School,Gov,Year 4,35
01 August 2013,Farrer Primary School,Gov,Year 4,43
01 February 2013,Farrer Primary School,Gov,Year 4,41
01 August 2012,Farrer Primary School,Gov,Year 4,39
01 February 2012,Farrer Primary School,Gov,Year 4,36
01 August 2011,Farrer Primary School,Gov,Year 4,42
01 February 2011,Farrer Primary School,Gov,Year 4,42
01 August 2010,Farrer Primary School,Gov,Year 4,52
01 February 2010,Farrer Primary School,Gov,Year 4,52
01 August 2009,Farrer Primary School,Gov,Year 4,44
01 February 2009,Farrer Primary School,Gov,Year 4,44
10 February 2023,Farrer Primary School,Gov,Year 5,47
05 August 2022,Farrer Primary School,Gov,Year 5,49
18 February 2022,Farrer Primary School,Gov,Year 5,52
06 August 2021,Farrer Primary School,Gov,Year 5,43
19 February 2021,Farrer Primary School,Gov,Year 5,44
07 August 2020,Farrer Primary School,Gov,Year 5,60
19 February 2020,Farrer Primary School,Gov,Year 5,59
02 August 2019,Farrer Primary School,Gov,Year 5,49
20 February 2019,Farrer Primary School,Gov,Year 5,50
03 August 2018,Farrer Primary School,Gov,Year 5,47
21 February 2018,Farrer Primary School,Gov,Year 5,47
04 August 2017,Farrer Primary School,Gov,Year 5,51
15 February 2017,Farrer Primary School,Gov,Year 5,48
05 August 2016,Farrer Primary School,Gov,Year 5,52
17 February 2016,Farrer Primary School,Gov,Year 5,51
07 August 2015,Farrer Primary School,Gov,Year 5,34
18 February 2015,Farrer Primary School,Gov,Year 5,35
01 August 2014,Farrer Primary School,Gov,Year 5,44
19 February 2014,Farrer Primary School,Gov,Year 5,43
01 August 2013,Farrer Primary School,Gov,Year 5,40
01 February 2013,Farrer Primary School,Gov,Year 5,41
01 August 2012,Farrer Primary School,Gov,Year 5,45
01 February 2012,Farrer Primary School,Gov,Year 5,43
01 August 2011,Farrer Primary School,Gov,Year 5,49
01 February 2011,Farrer Primary School,Gov,Year 5,50
01 August 2010,Farrer Primary School,Gov,Year 5,41
01 February 2010,Farrer Primary School,Gov,Year 5,42
01 August 2009,Farrer Primary School,Gov,Year 5,37
01 February 2009,Farrer Primary School,Gov,Year 5,36
10 February 2023,Farrer Primary School,Gov,Year 6,49
05 August 2022,Farrer Primary School,Gov,year 6,40
18 February 2022,Farrer Primary School,Gov,year 6,42
06 August 2021,Farrer Primary School,Gov,Year 6,57
19 February 2021,Farrer Primary School,Gov,year 6,57
07 August 2020,Farrer Primary School,Gov,year 6,49
19 February 2020,Farrer Primary School,Gov,year 6,47
02 August 2019,Farrer Primary School,Gov,Year 6,52
20 February 2019,Farrer Primary School,Gov,Year 6,52
03 August 2018,Farrer Primary School,Gov,Year 6,50
21 February 2018,Farrer Primary School,Gov,Year 6,51
04 August 2017,Farrer Primary School,Gov,Year 6,49
15 February 2017,Farrer Primary School,Gov,Year 6,49
05 August 2016,Farrer Primary School,Gov,Year 6,34
17 February 2016,Farrer Primary School,Gov,Year 6,33
07 August 2015,Farrer Primary School,Gov,Year 6,50
18 February 2015,Farrer Primary School,Gov,Year 6,47
01 August 2014,Farrer Primary School,Gov,Year 6,40
19 February 2014,Farrer Primary School,Gov,Year 6,39
01 August 2013,Farrer Primary School,Gov,Year 6,45
01 February 2013,Farrer Primary School,Gov,Year 6,46
01 August 2012,Farrer Primary School,Gov,Year 6,44
01 February 2012,Farrer Primary School,Gov,Year 6,44
01 August 2011,Farrer Primary School,Gov,Year 6,43
01 February 2011,Farrer Primary School,Gov,Year 6,42
01 August 2010,Farrer Primary School,Gov,Year 6,37
01 February 2010,Farrer Primary School,Gov,Year 6,37
01 August 2009,Farrer Primary School,Gov,Year 6,44
01 February 2009,Farrer Primary School,Gov,Year 6,42
10 February 2023,Florey Primary School,Gov,Kindergarten,52
05 August 2022,Florey Primary School,Gov,Kindergarten,71
18 February 2022,Florey Primary School,Gov,Kindergarten,68
06 August 2021,Florey Primary School,Gov,Kindergarten,70
19 February 2021,Florey Primary School,Gov,Kindergarten,73
07 August 2020,Florey Primary School,Gov,Kindergarten,61
19 February 2020,Florey Primary School,Gov,Kindergarten,58
02 August 2019,Florey Primary School,Gov,Kindergarten,67
20 February 2019,Florey Primary School,Gov,Kindergarten,69
03 August 2018,Florey Primary School,Gov,Kindergarten,56
21 February 2018,Florey Primary School,Gov,Kindergarten,58
04 August 2017,Florey Primary School,Gov,Kindergarten,63
15 February 2017,Florey Primary School,Gov,Kindergarten,59
05 August 2016,Florey Primary School,Gov,Kindergarten,59
17 February 2016,Florey Primary School,Gov,Kindergarten,63
07 August 2015,Florey Primary School,Gov,Kindergarten,72
18 February 2015,Florey Primary School,Gov,Kindergarten,68
01 August 2014,Florey Primary School,Gov,Kindergarten,60
19 February 2014,Florey Primary School,Gov,Kindergarten,57
01 August 2013,Florey Primary School,Gov,Kindergarten,71
01 February 2013,Florey Primary School,Gov,Kindergarten,64
01 August 2012,Florey Primary School,Gov,Kindergarten,64
01 February 2012,Florey Primary School,Gov,Kindergarten,59
01 August 2011,Florey Primary School,Gov,Kindergarten,59
01 February 2011,Florey Primary School,Gov,Kindergarten,56
01 August 2010,Florey Primary School,Gov,Kindergarten,62
01 February 2010,Florey Primary School,Gov,Kindergarten,59
01 August 2009,Florey Primary School,Gov,Kindergarten,54
01 February 2009,Florey Primary School,Gov,Kindergarten,50
10 February 2023,Florey Primary School,Gov,Preschool,64
05 August 2022,Florey Primary School,Gov,Preschool,66
18 February 2022,Florey Primary School,Gov,Preschool,64
06 August 2021,Florey Primary School,Gov,Preschool,85
19 February 2021,Florey Primary School,Gov,Preschool,87
07 August 2020,Florey Primary School,Gov,Preschool,85
19 February 2020,Florey Primary School,Gov,Preschool,79
02 August 2019,Florey Primary School,Gov,Preschool,81
20 February 2019,Florey Primary School,Gov,Preschool,82
03 August 2018,Florey Primary School,Gov,Preschool,86
21 February 2018,Florey Primary School,Gov,Preschool,83
04 August 2017,Florey Primary School,Gov,Preschool,73
15 February 2017,Florey Primary School,Gov,Preschool,76
05 August 2016,Florey Primary School,Gov,Preschool,85
17 February 2016,Florey Primary School,Gov,Preschool,83
07 August 2015,Florey Primary School,Gov,Preschool,75
18 February 2015,Florey Primary School,Gov,Preschool,74
01 August 2014,Florey Primary School,Gov,Preschool,94
19 February 2014,Florey Primary School,Gov,Preschool,88
01 August 2013,Florey Primary School,Gov,Preschool,82
01 February 2013,Florey Primary School,Gov,Preschool,74
01 August 2012,Florey Primary School,Gov,Preschool,88
01 February 2012,Florey Primary School,Gov,Preschool,89
01 August 2011,Florey Primary School,Gov,Preschool,84
01 February 2011,Florey Primary School,Gov,Preschool,81
01 August 2010,Florey Primary School,Gov,Preschool,93
01 February 2010,Florey Primary School,Gov,Preschool,94
01 August 2009,Florey Primary School,Gov,Preschool,88
01 February 2009,Florey Primary School,Gov,Preschool,80
10 February 2023,Florey Primary School,Gov,Year 1,67
05 August 2022,Florey Primary School,Gov,Year 1,66
18 February 2022,Florey Primary School,Gov,Year 1,68
06 August 2021,Florey Primary School,Gov,Year 1,59
19 February 2021,Florey Primary School,Gov,Year 1,58
07 August 2020,Florey Primary School,Gov,Year 1,64
19 February 2020,Florey Primary School,Gov,Year 1,64
02 August 2019,Florey Primary School,Gov,Year 1,54
20 February 2019,Florey Primary School,Gov,Year 1,54
03 August 2018,Florey Primary School,Gov,Year 1,66
21 February 2018,Florey Primary School,Gov,Year 1,69
04 August 2017,Florey Primary School,Gov,Year 1,56
15 February 2017,Florey Primary School,Gov,Year 1,56
05 August 2016,Florey Primary School,Gov,Year 1,70
17 February 2016,Florey Primary School,Gov,Year 1,68
07 August 2015,Florey Primary School,Gov,Year 1,64
18 February 2015,Florey Primary School,Gov,Year 1,59
01 August 2014,Florey Primary School,Gov,Year 1,66
19 February 2014,Florey Primary School,Gov,Year 1,66
01 August 2013,Florey Primary School,Gov,Year 1,64
01 February 2013,Florey Primary School,Gov,Year 1,64
01 August 2012,Florey Primary School,Gov,Year 1,60
01 February 2012,Florey Primary School,Gov,Year 1,62
01 August 2011,Florey Primary School,Gov,Year 1,61
01 February 2011,Florey Primary School,Gov,Year 1,61
01 August 2010,Florey Primary School,Gov,Year 1,49
01 February 2010,Florey Primary School,Gov,Year 1,45
01 August 2009,Florey Primary School,Gov,Year 1,40
01 February 2009,Florey Primary School,Gov,Year 1,41
10 February 2023,Florey Primary School,Gov,Year 2,65
05 August 2022,Florey Primary School,Gov,Year 2,60
18 February 2022,Florey Primary School,Gov,Year 2,55
06 August 2021,Florey Primary School,Gov,Year 2,56
19 February 2021,Florey Primary School,Gov,Year 2,60
07 August 2020,Florey Primary School,Gov,Year 2,52
19 February 2020,Florey Primary School,Gov,Year 2,49
02 August 2019,Florey Primary School,Gov,Year 2,60
20 February 2019,Florey Primary School,Gov,Year 2,65
03 August 2018,Florey Primary School,Gov,Year 2,52
21 February 2018,Florey Primary School,Gov,Year 2,54
04 August 2017,Florey Primary School,Gov,Year 2,68
15 February 2017,Florey Primary School,Gov,Year 2,66
05 August 2016,Florey Primary School,Gov,Year 2,67
17 February 2016,Florey Primary School,Gov,Year 2,65
07 August 2015,Florey Primary School,Gov,Year 2,59
18 February 2015,Florey Primary School,Gov,Year 2,59
01 August 2014,Florey Primary School,Gov,Year 2,66
19 February 2014,Florey Primary School,Gov,Year 2,65
01 August 2013,Florey Primary School,Gov,Year 2,63
01 February 2013,Florey Primary School,Gov,Year 2,60
01 August 2012,Florey Primary School,Gov,Year 2,57
01 February 2012,Florey Primary School,Gov,Year 2,58
01 August 2011,Florey Primary School,Gov,Year 2,48
01 February 2011,Florey Primary School,Gov,Year 2,50
01 August 2010,Florey Primary School,Gov,Year 2,42
01 February 2010,Florey Primary School,Gov,Year 2,43
01 August 2009,Florey Primary School,Gov,Year 2,35
01 February 2009,Florey Primary School,Gov,Year 2,35
10 February 2023,Florey Primary School,Gov,Year 3,56
05 August 2022,Florey Primary School,Gov,Year 3,61
18 February 2022,Florey Primary School,Gov,Year 3,59
06 August 2021,Florey Primary School,Gov,Year 3,52
19 February 2021,Florey Primary School,Gov,Year 3,51
07 August 2020,Florey Primary School,Gov,Year 3,55
19 February 2020,Florey Primary School,Gov,Year 3,56
02 August 2019,Florey Primary School,Gov,Year 3,54
20 February 2019,Florey Primary School,Gov,Year 3,52
03 August 2018,Florey Primary School,Gov,Year 3,68
21 February 2018,Florey Primary School,Gov,Year 3,67
04 August 2017,Florey Primary School,Gov,Year 3,64
15 February 2017,Florey Primary School,Gov,Year 3,63
05 August 2016,Florey Primary School,Gov,Year 3,61
17 February 2016,Florey Primary School,Gov,Year 3,59
07 August 2015,Florey Primary School,Gov,Year 3,64
18 February 2015,Florey Primary School,Gov,Year 3,66
01 August 2014,Florey Primary School,Gov,Year 3,66
19 February 2014,Florey Primary School,Gov,Year 3,65
01 August 2013,Florey Primary School,Gov,Year 3,61
01 February 2013,Florey Primary School,Gov,Year 3,59
01 August 2012,Florey Primary School,Gov,Year 3,48
01 February 2012,Florey Primary School,Gov,Year 3,51
01 August 2011,Florey Primary School,Gov,Year 3,44
01 February 2011,Florey Primary School,Gov,Year 3,40
01 August 2010,Florey Primary School,Gov,Year 3,36
01 February 2010,Florey Primary School,Gov,Year 3,35
01 August 2009,Florey Primary School,Gov,Year 3,55
01 February 2009,Florey Primary School,Gov,Year 3,54
10 February 2023,Florey Primary School,Gov,Year 4,60
05 August 2022,Florey Primary School,Gov,Year 4,50
18 February 2022,Florey Primary School,Gov,Year 4,53
06 August 2021,Florey Primary School,Gov,Year 4,57
19 February 2021,Florey Primary School,Gov,Year 4,56
07 August 2020,Florey Primary School,Gov,Year 4,60
19 February 2020,Florey Primary School,Gov,Year 4,58
02 August 2019,Florey Primary School,Gov,Year 4,64
20 February 2019,Florey Primary School,Gov,Year 4,65
03 August 2018,Florey Primary School,Gov,Year 4,58
21 February 2018,Florey Primary School,Gov,Year 4,63
04 August 2017,Florey Primary School,Gov,Year 4,62
15 February 2017,Florey Primary School,Gov,Year 4,62
05 August 2016,Florey Primary School,Gov,Year 4,60
17 February 2016,Florey Primary School,Gov,Year 4,58
07 August 2015,Florey Primary School,Gov,Year 4,64
18 February 2015,Florey Primary School,Gov,Year 4,61
01 August 2014,Florey Primary School,Gov,Year 4,63
19 February 2014,Florey Primary School,Gov,Year 4,62
01 August 2013,Florey Primary School,Gov,Year 4,47
01 February 2013,Florey Primary School,Gov,Year 4,48
01 August 2012,Florey Primary School,Gov,Year 4,45
01 February 2012,Florey Primary School,Gov,Year 4,44
01 August 2011,Florey Primary School,Gov,Year 4,32
01 February 2011,Florey Primary School,Gov,Year 4,35
01 August 2010,Florey Primary School,Gov,Year 4,56
01 February 2010,Florey Primary School,Gov,Year 4,54
01 August 2009,Florey Primary School,Gov,Year 4,47
01 February 2009,Florey Primary School,Gov,Year 4,51
10 February 2023,Florey Primary School,Gov,Year 5,51
05 August 2022,Florey Primary School,Gov,Year 5,56
18 February 2022,Florey Primary School,Gov,Year 5,59
06 August 2021,Florey Primary School,Gov,Year 5,58
19 February 2021,Florey Primary School,Gov,Year 5,59
07 August 2020,Florey Primary School,Gov,Year 5,62
19 February 2020,Florey Primary School,Gov,Year 5,64
